id,LOCATION,TIME,GENDER,Population (% of total),EDU_TERTIARY_PC_WKGPOP,CPI_AGRWTH,GDP_USD_CAP,GOV_SPEND_EDU,%_Sanitation_Access,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM],Population ages 00-04 (as % of specified gender population),Population ages 05-09 (as % of specified gender population),Population ages 10-14 (as % of specified gender population),Population ages 15-19 (as % of specified gender population),Population ages 20-24 (as % of specified gender population),Population ages 25-29 (as % of specified gender population),Population ages 30-34 (as % of specified gender population),Population ages 35-39 (as % of specified gender population),Population ages 40-44 (as % of specified gender population),Population ages 45-49 (as % of specified gender population),Population ages 50-54 (as % of specified gender population),Population ages 55-59 (as % of specified gender population),Population ages 60-64 (as % of specified gender population),Population ages 65-69 (as % of specified gender population),Population ages 70-74 (as % of specified gender population),Population ages 75-79 (as % of specified gender population),Population ages 80 and older (as % of specified gender population),TER_Enrolment_rate,"GNI per capita, Atlas method (current US$)",Quality_of_life_measure
311,DNK,2009,MEN,49.59780633,29.112455,1.30471,40333.14435,8.508879662,99.6,100,100,100,100,3.27984728,10063,27.66,113452.8796,19.34276046,36383,586539.2371,6.134307481,6.149739839,6.47122905,6.536862175,5.963967816,5.667469538,6.502713979,7.20902709,7.538761486,7.494142636,6.639197313,6.499868296,6.646348004,5.294685067,3.643459271,2.588878341,3.019342618,60.75914001,60090,0.576289668
312,DNK,2009,WOMEN,50.40219367,35.83601,1.30471,40333.14435,8.508879662,99.6,100,100,100,100,3.27984728,10063,27.66,113452.8796,19.34276046,36383,586539.2371,5.740835945,5.791025358,6.046890841,6.113235645,5.643185585,5.556341386,6.347022095,6.995678972,7.154827518,7.191554105,6.406114923,6.361274739,6.63106976,5.441458609,4.040175943,3.194495105,5.344813473,88.43551636,60090,0.599233712
313,DNK,2010,MEN,49.6194046,30.168686,2.310924,43046.84249,8.611510277,99.6,100,100,100,100,3.418581904,12429,31.98,131443.3699,21.35483157,38862,615520.5179,6.066793577,6.079745803,6.383234232,6.575014249,6.142838018,5.64749701,6.327253043,7.079171478,7.443466437,7.55956482,6.711828938,6.373184466,6.645761702,5.50625607,3.80951448,2.638988812,3.009886866,60.37577057,61220,0.568886496
314,DNK,2010,WOMEN,50.3805954,36.417156,2.310924,43046.84249,8.611510277,99.6,100,100,100,100,3.418581904,12429,31.98,131443.3699,21.35483157,38862,615520.5179,5.668903288,5.737402656,5.972272943,6.152257978,5.798505377,5.539908653,6.184560235,6.907573379,7.082162793,7.257359662,6.481998281,6.23547917,6.636684645,5.644176339,4.190038756,3.224079761,5.286636084,87.47869873,61220,0.593390951
315,DNK,2011,MEN,49.64304208,29.720867,2.758682,44407.95138,8.562999725,99.6,100,100,100,100,3.122346966,14181,40.25,139677.6471,23.89897534,35229,584450.3589,6.041658924,6.01596893,6.33330531,6.673950309,6.296502228,5.640866142,6.158310262,6.863738753,7.418635421,7.526771536,6.775916496,6.20294302,6.675610056,5.65122152,3.959506507,2.671001733,3.094092853,63.60042191,61990,0.586672958
316,DNK,2011,WOMEN,50.35695792,37.758144,2.758682,44407.95138,8.562999725,99.6,100,100,100,100,3.122346966,14181,40.25,139677.6471,23.89897534,35229,584450.3589,5.625596685,5.684287058,5.928367867,6.244975748,5.921218313,5.498469782,6.032089761,6.741282879,7.086204419,7.240969152,6.576665277,6.107924836,6.646097766,5.79373571,4.330815931,3.229428847,5.311869968,90.63371277,61990,0.606558498
317,DNK,2012,MEN,49.66787336,29.80813,2.397915,44808.54321,7.29557991,99.6,100,100,100,100,3.001834531,14837,48.33,152994.2269,27.28196168,30701,560788.9518,5.887438027,5.993190502,6.255723624,6.726962683,6.48599632,5.718061819,5.980092554,6.679128258,7.341274398,7.523389706,6.863396653,6.105725203,6.557478821,5.89113416,4.109059618,2.728464102,3.153483552,65.98252106,61650,0.592927087
318,DNK,2012,WOMEN,50.33212664,39.862782,2.397915,44808.54321,7.29557991,99.6,100,100,100,100,3.001834531,14837,48.33,152994.2269,27.28196168,30701,560788.9518,5.484345592,5.65786049,5.865972135,6.286834292,6.089487653,5.523014627,5.867955162,6.5830136,7.063508223,7.228595255,6.693709023,6.04880018,6.530675841,6.016044816,4.478596583,3.270083022,5.311503507,93.15586853,61650,0.61288223
319,DNK,2013,MEN,49.69190197,30.276464,0.7890718,46742.93884,8.627109528,99.6,100,100,100,100,3.05473534,15984,45.98,151688.6376,27.37906797,34760,554031.4147,5.667030039,6.012911479,6.154333798,6.721272387,6.698320708,5.865528149,5.793067951,6.552579333,7.166777677,7.575053417,6.933227392,6.109465586,6.278301419,6.222153688,4.240956218,2.818666033,3.190354727,68.50408173,63200,0.591609932
320,DNK,2013,WOMEN,50.30809803,40.672806,0.7890718,46742.93884,8.627109528,99.6,100,100,100,100,3.05473534,15984,45.98,151688.6376,27.37906797,34760,554031.4147,5.294438697,5.658331094,5.790264565,6.266557792,6.287747534,5.610768761,5.689005098,6.460191843,6.969556581,7.251193289,6.793657039,6.075991141,6.291026479,6.301991554,4.616225913,3.35242173,5.29063089,94.54277802,63200,0.613864147
321,DNK,2014,MEN,49.71221345,30.955563,0.5640205,47905.4773,,99.6,100,100,100,100,2.786787119,17982,55.87,159666.4169,30.21992724,32183,528348.1181,5.471399246,6.048102399,6.04735657,6.663020393,6.899554634,6.051582933,5.636475995,6.457846473,6.9176321,7.651207887,6.976907723,6.179794435,5.931042811,6.543652288,4.379754658,2.935297586,3.20937187,68.19857025,63530,0.606983158
322,DNK,2014,WOMEN,50.28778655,40.692032,0.5640205,47905.4773,,99.6,100,100,100,100,2.786787119,17982,55.87,159666.4169,30.21992724,32183,528348.1181,5.127095139,5.666582405,5.711557231,6.197467928,6.477252779,5.743260798,5.52642666,6.358759383,6.807243721,7.300176248,6.860293653,6.159269168,6.009563734,6.568185489,4.759712948,3.468292923,5.258859795,95.38780975,63530,0.624381589
323,DNK,2015,MEN,49.72683542,31.716614,0.4520341,48687.54221,,99.6,,,,,,,,,,,,5.352042274,6.05604905,5.962263964,6.567890079,7.052511164,6.254542549,5.55460109,6.34617125,6.663760849,7.681751466,7.025786126,6.25825436,5.637462847,6.728770563,4.57853626,3.06072381,3.2188823,69.7372818,60300,0.610450276
324,DNK,2015,WOMEN,50.27316458,42.565228,0.4520341,48687.54221,,99.6,,,,,,,,,,,,5.023904791,5.652950624,5.644838415,6.102443908,6.616729962,5.905548016,5.420598786,6.241575279,6.62309385,7.328506336,6.913420006,6.250841379,5.783340391,6.716454182,4.948027667,3.59870862,5.22901779,96.34725189,60300,0.62666437
325,DNK,2016,MEN,49.73515665,33.52124,0.25,49020.54389,,,,,,,,,,,,,,5.132768658,6.014525455,5.957499386,6.449437237,7.07975131,6.471578841,5.582711385,6.194579989,6.525964814,7.545147398,7.156877309,6.367840676,5.524066057,6.582357261,4.89308316,3.170860664,3.350950399,,57020,0.613960476
326,DNK,2016,WOMEN,50.26484335,42.886276,0.25,49020.54389,,,,,,,,,,,,,,4.844167365,5.603189901,5.642130209,6.017043873,6.644930219,6.103039956,5.422141849,6.085171997,6.509962693,7.23102017,7.008036402,6.353609345,5.686573709,6.605989911,5.221762965,3.706678472,5.314550962,,57020,0.632543245
327,ESP,1999,MEN,49.0458924,22.311453,2.310345,19915.64327,4.272799969,99.9,,100,100,100,4.154720369,27308,13.27,229042.9438,7.681656559,205837,2981686.854,4.854166096,5.123762358,5.767209432,7.127633491,8.602396059,8.676504352,8.398383247,8.139187796,7.282996862,6.26802759,5.880275501,5.132573876,4.66989873,4.886500145,3.962014911,2.661712367,2.566757188,50.52037048,15480,0.531155604
328,ESP,1999,WOMEN,50.9541076,20.210491,2.310345,19915.64327,4.272799969,99.9,,100,100,100,4.154720369,27308,13.27,229042.9438,7.681656559,205837,2981686.854,4.405104409,4.653702319,5.234614519,6.492887278,7.887246964,8.01888496,7.854526266,7.722539715,6.991375659,6.077529512,5.783038392,5.153667221,4.970999654,5.503433519,4.681620689,3.723454674,4.84537425,59.92947006,15480,0.460928721
329,ESP,2000,MEN,49.08426386,23.551453,3.433517,21537.62536,4.177979946,99.9,100,100,100,100,4.136924937,34494,15.61,251199.8613,7.88433341,220921,3186063.402,4.849550851,5.043167696,5.576073494,6.791616515,8.419565955,8.700091975,8.428835138,8.229415715,7.491113588,6.38063459,5.956911897,5.245022708,4.598197107,4.846851282,4.062975257,2.787663191,2.592313043,53.05334854,15790,0.540421452
330,ESP,2000,WOMEN,50.91573614,21.862101,3.433517,21537.62536,4.177979946,99.9,100,100,100,100,4.136924937,34494,15.61,251199.8613,7.88433341,220921,3186063.402,4.406738709,4.58923285,5.062232965,6.17849768,7.713341255,8.032383095,7.869589889,7.796173534,7.184513019,6.178603315,5.85689659,5.250244137,4.852369745,5.471693602,4.775251361,3.852788539,4.929449715,62.82046127,15790,0.475691351
331,ESP,2001,MEN,49.12837385,24.345806,3.589833,22977.31672,4.117099762,99.9,100,100,100,100,4.081644959,49302,21.15,299027.9445,8.933449927,233067,3347284.049,4.832465244,4.979908556,5.410903507,6.493259274,8.238586224,8.818003083,8.553811891,8.318034383,7.663462399,6.510333055,5.97327609,5.31364885,4.550398709,4.696868343,4.088546045,2.865203728,2.693290619,55.41836166,15540,0.55177796
332,ESP,2001,WOMEN,50.87162615,23.1574,3.589833,22977.31672,4.117099762,99.9,100,100,100,100,4.081644959,49302,21.15,299027.9445,8.933449927,233067,3347284.049,4.398499072,4.544646343,4.92407171,5.91849908,7.54833987,8.114725845,7.947592521,7.854363916,7.34363206,6.310442943,5.890128254,5.331036819,4.780973329,5.319591608,4.823135397,3.90324912,5.047072111,64.56832123,15540,0.487423933
333,ESP,2002,MEN,49.17612896,25.166859,3.065766,24367.74311,4.137619972,99.9,100,100,100,100,4.085601552,33182,13.83,252761.4193,7.415105438,239917,3408736.685,4.885413277,4.909431467,5.277652268,6.210051111,7.948185416,8.904214982,8.701094419,8.388804666,7.819783269,6.690134006,5.968987716,5.384356191,4.570958545,4.505093779,4.115983595,2.934907604,2.78494769,56.25843811,15580,0.552369534
334,ESP,2002,WOMEN,50.82387104,24.674786,3.065766,24367.74311,4.137619972,99.9,100,100,100,100,4.085601552,33182,13.83,252761.4193,7.415105438,239917,3408736.685,4.455091472,4.492333728,4.815634193,5.671559382,7.289097387,8.179335876,8.046628411,7.887897762,7.481035364,6.487585165,5.895425318,5.418722559,4.784966856,5.098276068,4.895507985,3.937903516,5.162998958,67.42233276,15580,0.496424302
335,ESP,2003,MEN,49.22566458,25.760103,3.039234,25049.17356,4.169620037,99.9,100,100,100,100,4.095679913,55783,21.68,323092.4082,8.899924156,257313,3630282.715,4.986229324,4.831298201,5.174327994,5.950512437,7.580361173,8.933305652,8.859612162,8.45725799,7.960735415,6.900759829,5.968358331,5.45123225,4.637117544,4.308694998,4.133341354,2.999262684,2.867592662,58.44123077,18060,0.556052848
336,ESP,2003,WOMEN,50.77433542,25.490288,3.039234,25049.17356,4.169620037,99.9,100,100,100,100,4.095679913,55783,21.68,323092.4082,8.899924156,257313,3630282.715,4.55593825,4.431433402,4.735709324,5.443624016,6.962260865,8.203989401,8.158678391,7.912157499,7.597312239,6.69058412,5.896771056,5.504029462,4.842566289,4.853657397,4.963063192,3.96863128,5.27959382,70.05171967,18060,0.505151437
337,ESP,2004,MEN,49.27498402,26.523417,3.039202,26227.7843,4.15031004,99.9,100,100,100,100,4.143031769,50170,18.13,304944.9309,8.03208844,276652,3796583.332,5.097510356,4.758559852,5.086401599,5.716267649,7.190268148,8.875854656,9.009080157,8.546191878,8.090657943,7.113429069,6.006115855,5.508164538,4.717144271,4.1594079,4.120824514,3.061340281,2.942781335,59.50717163,22120,0.558972003
338,ESP,2004,WOMEN,50.72501598,26.976271,3.039202,26227.7843,4.15031004,99.9,100,100,100,100,4.143031769,50170,18.13,304944.9309,8.03208844,276652,3796583.332,4.666441626,4.374087858,4.669993218,5.236633566,6.616356541,8.15897071,8.267883163,7.951177571,7.696013199,6.889797286,5.930326316,5.576185762,4.919773358,4.653181137,4.983420068,4.014021921,5.395736698,73.33133698,22120,0.514061881
339,ESP,2005,MEN,49.32203873,28.196224,3.368454,27696.44668,4.128099918,99.9,100,100,100,100,4.078545405,42263,14.6,286009.706,7.289816625,289445,3923414.274,5.196714501,4.711540564,4.996771814,5.507688377,6.81845855,8.716203883,9.128477205,8.666840831,8.213306572,7.310100367,6.10019231,5.553239752,4.79246043,4.083649726,4.069065921,3.122531819,3.012757377,60.59553909,25930,0.56794524
340,ESP,2005,WOMEN,50.67796127,28.846592,3.368454,27696.44668,4.128099918,99.9,100,100,100,100,4.078545405,42263,14.6,286009.706,7.289816625,289445,3923414.274,4.765574985,4.339735435,4.601295641,5.05282526,6.286849109,8.025583796,8.358183718,8.018872299,7.779874909,7.066453542,6.015638325,5.629875104,4.995280223,4.534404688,4.935145569,4.081804276,5.51260312,74.3916626,25930,0.529904275
341,ESP,2006,MEN,49.36875308,28.268433,3.515375,30844.81247,4.159230232,99.9,100,100,100,100,3.911672736,52149,17.64,324023.2173,8.472207663,295582,3824542.908,5.361511463,4.714812218,4.894908316,5.353413796,6.531918711,8.49839274,9.174262607,8.745009269,8.277667912,7.456126089,6.208469453,5.572114208,4.860158093,4.051469278,3.962616858,3.169928635,3.167220354,61.6592598,27970,0.581912262
342,ESP,2006,WOMEN,50.63124692,29.3603,3.515375,30844.81247,4.159230232,99.9,100,100,100,100,3.911672736,52149,17.64,324023.2173,8.472207663,295582,3824542.908,4.919741767,4.345922037,4.513777401,4.920991486,6.030008888,7.829454075,8.393841297,8.065129877,7.818246348,7.203380194,6.122898777,5.656713855,5.072105915,4.474766739,4.810852825,4.142562289,5.679606233,76.13027191,27970,0.547612347
343,ESP,2007,MEN,49.41339965,28.610725,2.78703,32584.78372,4.236480236,99.9,100,100,100,100,3.823139888,58283,19.31,353515.8639,9.00538701,301839,3925604.347,5.470511193,4.767187713,4.789893256,5.225056826,6.265303282,8.197106762,9.215262904,8.85173793,8.323402723,7.592590066,6.365933464,5.569723672,4.934548029,4.081380447,3.820277847,3.223736846,3.30634704,62.31005859,29920,0.583095546
344,ESP,2007,WOMEN,50.58660035,29.956184,2.78703,32584.78372,4.236480236,99.9,100,100,100,100,3.823139888,58283,19.31,353515.8639,9.00538701,301839,3925604.347,5.024803374,4.396781338,4.421773492,4.81286869,5.790293142,7.559893529,8.431696844,8.136119663,7.83167177,7.32594537,6.277389739,5.6552249,5.159009367,4.487317473,4.626810184,4.23163019,5.830770937,77.53347015,29920,0.554313186
345,ESP,2008,MEN,49.44702152,28.865133,4.075661,33442.49973,4.485770226,99.9,100,100,100,100,3.656071351,62143,19.98,368151.6925,9.737202736,310978,3780877.347,5.528599645,4.864537207,4.692759777,5.11441687,6.015749357,7.837034176,9.231236426,8.976225863,8.362276533,7.718117766,6.555852418,5.56506113,5.007569286,4.15403287,3.673434179,3.271016861,3.432079635,63.73664856,32450,0.580192621
346,ESP,2008,WOMEN,50.55297848,30.188587,4.075661,33442.49973,4.485770226,99.9,100,100,100,100,3.656071351,62143,19.98,368151.6925,9.737202736,310978,3780877.347,5.084124964,4.488608567,4.336763217,4.719328865,5.564504837,7.240476004,8.452383287,8.223391778,7.833007874,7.432117917,6.46195304,5.645628932,5.245121717,4.551894306,4.422682338,4.319191491,5.978820866,79.37664795,32450,0.563155973
347,ESP,2009,MEN,49.45841265,28.886629,-0.2879968,32381.98171,4.863440037,99.9,100,100,100,100,3.48573642,74080,25.38,428621.3544,12.21794599,291869,3508129.392,5.536783283,4.986225506,4.626298462,5.006537583,5.779375346,7.465825877,9.189228813,9.100637009,8.417417747,7.832844093,6.750335254,5.590467376,5.069805634,4.24160887,3.566816357,3.291670156,3.548122634,65.75917816,32770,0.558498441
348,ESP,2009,WOMEN,50.54158735,31.115898,-0.2879968,32381.98171,4.863440037,99.9,100,100,100,100,3.48573642,74080,25.38,428621.3544,12.21794599,291869,3508129.392,5.097131335,4.602868776,4.279991666,4.625508445,5.350229049,6.913694497,8.423132106,8.313407614,7.846335647,7.521040461,6.647169645,5.662944276,5.317023065,4.636449391,4.258778151,4.365207587,6.139088288,82.17385864,32770,0.563845769
349,ESP,2010,MEN,49.44105325,29.568083,1.799881,31964.11571,4.823299885,99.9,100,100,100,100,3.482530245,97776,32.78,513546.0593,14.39578465,298320,3567336.354,5.490189704,5.100569585,4.610382259,4.894826992,5.557993893,7.116936916,9.066615357,9.213069812,8.506432147,7.937923093,6.932225077,5.667327878,5.11710888,4.32775313,3.524966229,3.277153481,3.658525567,70.47219086,32130,0.555804548
350,ESP,2010,WOMEN,50.55894675,32.491753,1.799881,31964.11571,4.823299885,99.9,100,100,100,100,3.482530245,97776,32.78,513546.0593,14.39578465,298320,3567336.354,5.057880854,4.710791028,4.269153709,4.5256401,5.149896203,6.607291325,8.321730841,8.397915001,7.889444279,7.593048075,6.814301553,5.73033648,5.367821285,4.720957653,4.170509975,4.350833342,6.322448296,87.35101318,32130,0.565958829
351,ESP,2011,MEN,49.39036524,30.52334,3.196146,32072.68837,4.868370056,99.9,100,100,100,100,3.461770102,87523,30.02,506659.1912,14.74592627,291533,3435926.518,5.466117464,5.224505993,4.675784927,4.823562509,5.346744702,6.67171459,8.703503129,9.215243112,8.594376993,8.033108774,7.132195546,5.833718409,5.183325261,4.438437848,3.549437294,3.233134222,3.875089226,74.87679291,31150,0.558193612
352,ESP,2011,WOMEN,50.60963476,33.326809,3.196146,32072.68837,4.868370056,99.9,100,100,100,100,3.461770102,87523,30.02,506659.1912,14.74592627,291533,3435926.518,5.019891914,4.808009721,4.316134027,4.46554505,4.974446465,6.230504086,8.039872369,8.427264388,7.951588824,7.652075978,6.987344144,5.87477519,5.420249092,4.824066636,4.154941475,4.271606838,6.581683803,92.45117188,31150,0.575147446
353,ESP,2012,MEN,49.31119752,31.075237,2.446,31992.80352,4.431089878,99.9,100,100,100,100,3.548875061,86962,29.58,519522.5459,15.7709516,293942,3294173.738,5.364016628,5.340550811,4.779015795,4.76063092,5.204027534,6.283520046,8.249849065,9.188087917,8.696599794,8.101467371,7.319374447,6.050047715,5.233240789,4.5596394,3.629290291,3.15920791,4.08143357,77.46546173,29760,0.544737754
354,ESP,2012,WOMEN,50.68880248,34.241261,2.446,31992.80352,4.431089878,99.9,100,100,100,100,3.548875061,86962,29.58,519522.5459,15.7709516,293942,3294173.738,4.909853963,4.897517879,4.394395123,4.404748171,4.857225619,5.899077362,7.674138769,8.442125242,8.033779818,7.684643386,7.145665993,6.069546883,5.449589204,4.940618387,4.2073582,4.144343127,6.845372874,94.03262329,29760,0.568275047
355,ESP,2013,MEN,49.21829518,32.047512,1.408546,32622.65998,4.310249805,99.9,100,100,100,100,3.367813648,111406,39.58,539846.4647,16.94996459,281445,3184941.549,5.209209224,5.441564814,4.907765656,4.713106284,5.113750426,5.957338184,7.74312255,9.108013675,8.797541984,8.154783178,7.489939191,6.296608498,5.285341314,4.683628921,3.747453961,3.083876087,4.266956054,79.17144775,29400,0.551953588
356,ESP,2013,WOMEN,50.78170482,35.431107,1.408546,32622.65998,4.310249805,99.9,100,100,100,100,3.367813648,111406,39.58,539846.4647,16.94996459,281445,3184941.549,4.751425034,4.972705358,4.494941598,4.349245916,4.781597324,5.619155621,7.25616784,8.417372964,8.123662277,7.70403763,7.285193119,6.29430224,5.475867819,5.060131201,4.307228209,4.003704676,7.103261171,95.30995941,29400,0.575442051
357,ESP,2014,MEN,49.13317891,32.813118,-0.1508703,33728.36272,4.270929813,99.9,100,100,100,100,3.250094677,110269,40.11,541486.8211,17.35173648,274949,3120649.174,5.047101951,5.517609595,5.044153266,4.697980352,5.049928138,5.688685785,7.241579319,8.941920194,8.872175497,8.211801457,7.638899219,6.541612411,5.368591665,4.798948728,3.879366087,3.045522786,4.41412355,81.51660919,29300,0.56144742
358,ESP,2014,WOMEN,50.86682109,36.547832,-0.1508703,33728.36272,4.270929813,99.9,100,100,100,100,3.250094677,110269,40.11,541486.8211,17.35173648,274949,3120649.174,4.587136656,5.02471373,4.602142462,4.31601796,4.722184683,5.388157643,6.837327177,8.317370384,8.200818672,7.73096496,7.401280941,6.515701752,5.53139949,5.167156901,4.424147659,3.90246877,7.331010159,96.92991638,29300,0.58133404
359,ESP,2015,MEN,49.07188968,32.657227,-0.5004613,34846.38411,,99.9,,,,,,,,,,,,4.911650938,5.55825425,5.175698924,4.725439549,4.99435397,5.472230799,6.787564767,8.674436857,8.902070035,8.28252199,7.762634832,6.764348185,5.499575944,4.898896312,4.010596353,3.063956279,4.515770014,82.47834778,28420,0.564858854
360,ESP,2015,WOMEN,50.92811032,37.504776,-0.5004613,34846.38411,,99.9,,,,,,,,,,,,4.448613347,5.044327518,4.704171527,4.317289952,4.661449421,5.20072132,6.455680544,8.123882512,8.249424987,7.777183839,7.49132026,6.711979325,5.635187577,5.252262928,4.539944281,3.870453539,7.516107123,97.13807678,28420,0.579959294
361,ESP,2016,MEN,49.04070174,32.98119,-0.2026717,36317.66555,,,,,,,,,,,,,,4.680169458,5.536940471,5.291595028,4.775923035,4.93280949,5.331526082,6.451329056,8.396348887,8.950539652,8.392354021,7.863465536,6.958245783,5.651836844,4.950900774,4.108644145,3.092914451,4.634457288,,27580,0.574799065
362,ESP,2016,WOMEN,50.95929826,38.397327,-0.2026717,36317.66555,,,,,,,,,,,,,,4.237945839,5.024959354,4.810685737,4.35982539,4.592084985,5.061888189,6.152779189,7.893358568,8.30693019,7.858792298,7.564678386,6.893561799,5.781848051,5.305930969,4.643879348,3.863703723,7.647147986,,27580,0.588833602
363,EST,2000,MEN,46.64097416,21.464544,4.018489,9390.760261,5.340209961,97,81.56516403,100,100,100,9.235859078,18,0.21,19946.22682,19.8341453,8513,100565.0938,4.828528915,6.33459963,8.346524989,8.093367803,7.755620565,7.853695988,7.080279331,7.662142427,7.645285714,7.084263645,6.144884984,5.186810695,5.445178137,4.281605188,3.320312799,1.660999235,1.275899957,44.05730057,4150,0.359904069
364,EST,2000,WOMEN,53.35902584,35.187653,4.018489,9390.760261,5.340209961,97,81.56516403,100,100,100,9.235859078,18,0.21,19946.22682,19.8341453,8513,100565.0938,3.988469658,5.179411481,6.730676497,6.634099165,6.384417964,6.596191558,6.18523559,6.81131388,7.076667131,6.893156806,6.363923745,5.664575274,6.559489493,5.741462082,5.471286662,3.973065506,3.746557507,65.64195251,4150,0.452867544
365,EST,2001,MEN,46.64868916,22.723341,5.74828,10277.40453,5.236480236,97,82.41923749,100,100,100,9.057598849,18,0.21,20918.75017,18.93655019,8483,110467.5876,4.843290801,5.931352314,8.120567813,8.206824105,7.774772499,7.903540821,7.142945159,7.530328328,7.658788592,7.181298404,6.287467577,5.182616893,5.327250211,4.35763707,3.382786941,1.828787421,1.339745051,45.42660904,4320,0.353702756
366,EST,2001,WOMEN,53.35131084,35.603615,5.74828,10277.40453,5.236480236,97,82.41923749,100,100,100,9.057598849,18,0.21,20918.75017,18.93655019,8483,110467.5876,3.990109237,4.870500235,6.556670541,6.718688343,6.395999521,6.611215187,6.209874332,6.687712371,7.065349874,6.963129166,6.498489585,5.649478594,6.434786825,5.812977855,5.448134775,4.163440003,3.923443558,72.73583984,4320,0.454114069
367,EST,2002,MEN,46.61595572,22.654995,3.571913,11555.84553,5.468679905,97,83.22546929,100,100,100,8.183602173,30,0.35,21101.34238,19.41535178,8527,108683.8014,4.924159565,5.579783331,7.769591531,8.349506731,7.816443962,7.878965585,7.308979377,7.352418718,7.665026832,7.262592367,6.422661684,5.273691118,5.128014186,4.477820338,3.385476056,2.012327464,1.392541155,46.03977966,4620,0.364596913
368,EST,2002,WOMEN,53.38404428,35.443844,3.571913,11555.84553,5.468679905,97,83.22546929,100,100,100,8.183602173,30,0.35,21101.34238,19.41535178,8527,108683.8014,4.056697581,4.594926317,6.290353608,6.817202728,6.434766352,6.565360991,6.311622652,6.529461013,7.040053538,7.018784494,6.611556813,5.751041099,6.18915631,5.977143229,5.369011138,4.329401947,4.113460189,78.00125885,4620,0.46716809
369,EST,2003,MEN,46.55981295,23.011353,1.334991,13021.2369,5.294620037,97,83.99282098,100,100,100,8.418182115,49,0.48,22600.05872,19.82991641,10159,113969.5108,5.037842878,5.296125603,7.330317167,8.479370234,7.880830134,7.810744937,7.530091267,7.171061071,7.656651367,7.328752765,6.551088667,5.42972551,4.905494492,4.602000557,3.364089471,2.186251412,1.439562468,48.13911057,5710,0.36904432
370,EST,2003,WOMEN,53.44018705,35.695816,1.334991,13021.2369,5.294620037,97,83.99282098,100,100,100,8.418182115,49,0.48,22600.05872,19.82991641,10159,113969.5108,4.157653919,4.366054549,5.958022743,6.899710093,6.498992072,6.484271818,6.455512803,6.368281669,6.996891028,7.058634315,6.7076653,5.931308208,5.890418614,6.173238306,5.276256912,4.473048987,4.304038665,81.62316895,5710,0.460349723
371,EST,2004,MEN,46.50465066,23.616859,3.048111,14384.99362,4.911809921,97,84.73025411,100,100,100,8.070110453,60,0.58,23244.55081,19.98714621,10304,116297.4972,5.188583287,5.07977159,6.870275956,8.522163681,7.965016251,7.750546818,7.724684328,7.049421011,7.616030329,7.37948316,6.672837919,5.601594643,4.741351441,4.669125706,3.363700733,2.317216061,1.488197085,49.25434875,7480,0.368174827
372,EST,2004,WOMEN,53.49534934,37.194561,3.048111,14384.99362,4.911809921,97,84.73025411,100,100,100,8.070110453,60,0.58,23244.55081,19.98714621,10304,116297.4972,4.286677835,4.186053526,5.607406169,6.916756004,6.578279955,6.413634457,6.578691226,6.250908224,6.927037779,7.080304779,6.795568143,6.123551298,5.64853327,6.303962185,5.233972083,4.586220227,4.48244284,84.06326294,7480,0.472919357
373,EST,2005,MEN,46.47113931,26.641077,4.079714,16466.02273,4.844850063,97.1,85.44672877,100,100,100,7.247801395,111,1.09,22258.86572,18.86123428,10205,118013.834,5.387897509,4.916299727,6.444428924,8.430504805,8.065258593,7.730489249,7.839539291,7.025076748,7.534135679,7.413815545,6.786341284,5.759651802,4.679310334,4.651373205,3.403885166,2.392910319,1.539081821,50.94535065,9710,0.38677337
374,EST,2005,WOMEN,53.52886069,38.865856,4.079714,16466.02273,4.844850063,97.1,85.44672877,100,100,100,7.247801395,111,1.09,22258.86572,18.86123428,10205,118013.834,4.446823874,4.0504972,5.27737355,6.836221722,6.662725449,6.383808484,6.640125458,6.205213432,6.826988799,7.082341139,6.878803413,6.284313401,5.530521012,6.312287781,5.275719892,4.660007938,4.646227455,85.79927826,9710,0.48999175
375,EST,2006,MEN,46.46240136,26.982605,4.437621,19205.01419,,97.1,86.15120798,100,100,100,6.412805454,130,1.34,20375.07417,17.16308273,9732,118714.5369,5.733969466,4.80688708,6.029544769,8.18789848,8.164769274,7.719412422,7.865844224,7.077537075,7.39321086,7.415702019,6.859324978,5.88694125,4.684382043,4.556453607,3.47847309,2.441327585,1.698321777,50.81058884,11500,0.41226802
